link,date,text,ad
Qashqadaryo_Qarshi_Shahrisabz_07/55998,2023-05-03 05:36:12+00:00,"**Qashqadaryoda yonib ketgan «Jiguli» ichidan inson jasadi topildi**. Qashqadaryo viloyati prokuraturasi Qarshi tumani hududida yonib ketgan «Jiguli» ichidan inson jasadi topilgani aytilgan xabarlar yuzasidan ma'lumot[ berdi](https://t.me/qvprokuratura/8049). Mazkur holat yuzasidan Qarshi tuman prokuraturasi tomonidan Jinoyat kodeksining 103-moddasi (o'zini o'zi o'ldirish darajasiga yetkazish) 1-qismi bilan jinoyat ishi qo'zg'atilib, tergov harakatlari olib borilmoqda. Marhumning o'limi sabablarini aniqlash bo'yicha tegishli ekspertizalar tayinlangan. Jinoyat ishi tergovi viloyat prokuraturasi tomonidan alohida nazoratga olingan.",0.0
Qashqadaryo_Qarshi_Shahrisabz_07/55999,2023-05-03 06:02:10+00:00,"**🇺🇸**** ****🥰😇🥰🥰🥰😇🥰🥰******************************** ****🥰🥰🥰🥰**************** ****🚗**** ****🔥**** Bunday quyoshli havoda mashinangiz uchun garaj qidirib yuribsizmi? ****✅**** Biz bu muammoni hal etamiz. Yomg'ir va quyosh nuridan himoya qiluvchi Tentni taqdim etamiz! ****🛡**** Poliyester materialidan tayyorlangan bu tent mashinangizni yomg'ir, qor, quyosh nuri, chang va to'zondan himoya qiladi. ****☀️**** °55-60 darajada ham mashinani quyosh nuridan asrab qoladi. ****💧**** Zichlashgan poliyester tufayli jala quysa ham ichiga umuman suv o'tmaydi. ****🚀**** Hoziroq buyurtma bering va mashinangizni eskirishidan va narxi tushishidan asrab qoling. 🚙 O'zbekiston bo'ylab yetkazib berish bor****☝️**** BUYURTMA BERISH UCHUN ****👇**** ****☎️****+998336611116**** ****☎️****+998336611116**** ****😎**** Admin: ****@humans1116**** **[**🌐 Boshka maxsulotlar ](https://t.me/hafizin_uz)**** ****🤝**** Tulovni maxsulotni kulingizga olganda qilasiz!**",1.0
Qashqadaryo_Qarshi_Shahrisabz_07/56000,2023-05-03 06:02:17+00:00,"**2009 yillar ham uylanyapti ekan, sen haliyam yuribsan 😅 ** Bo'ydoqlarga yuboramiz!",0.0
Qashqadaryo_Qarshi_Shahrisabz_07/56001,2023-05-03 06:32:20+00:00,"🤗 **""Yil brendi 2022"" mukofotiga qaysi kompaniyalar munosib? O'tgan 2022-yil davomida kimlar ko'proq yutuqlarga erishdi? ** Ovoz berish orqali o'z fikringizni bildring! @makon_brand_bot yordamida ""Aloqa"" yo'nalishi bo'yicha Mobiuz mobil operatorini tanlashni unutmang! 2022-yildagi bir qator asosiy yutuqlarimizni videoda tomosha qilishingiz mumkin. Bu yili esa yanada ko'proq yoqimli yangiliklarimiz bor!",1.0
Qashqadaryo_Qarshi_Shahrisabz_07/56002,2023-05-03 06:32:22+00:00,**Qashqadaryo viloyati hududida «Avariya uchoqlari» etib belgilangan joylarida 2022 yilning 10 sentyabr kunidan bugunga qadar ya'ni o'tgan 7 oy mobaynida 61 ta zamonaviy svetofor qurilmalari o'rnatildi.** Bundan ko'zlagan maqsad yo'l-transport xodisalarini oldini olishdan iborat. Hurmatli haydovchilar o'zingiz va o'zgalar hayotiga befarq bo'lmang!,0.0
Qashqadaryo_Qarshi_Shahrisabz_07/56003,2023-05-03 07:09:40+00:00,"🤩 **Zararsiz ozmoqchimisiz?** «AMPLI 5» ko'p funksiyalik braslet - ozish uchun, qorin, bo'ksa, qo'l, oyoqdagi yog'larni eritishga yordam beradi. ▪️Organizmning umumiy ahvolini yaxshilash va ishchanligini oshirishda yordam beradi. ▪️Immunitetni oshirib, jismoniy va aqliy qobiliyatni yaxshilash, ▪️CHarchoq va holsizlikni kamaytirish, ▪️Bo'g'im va bosh og'riqlarini qoldirish, ▪️Buqoq kasalliklarida yordam beradi. 🤩 Faqat bir kun katta aksiya ketmoqda! Shoshiling! ~~❌~~ Eski narx: 227 ming so'm **✅ Aksiya narxi: 99.000 so'm**                Super aksiya 2+1=3 🎁 🚛 O'zbekiston bo'ylab yetkazib berish Xizmati bor. 😉 To'lovni qo'lingizga olganda qilasiz. Oldindan to'lov yo'q. 🙋‍♂**Buyurtma berish uchun ko'k link ustiga bosing👇👇** https://uztez.uz/stream/2500 https://uztez.uz/stream/2500 **Buyurtma berishga tushunmaganlar lichkaga yozing👇👇** 👉 @Maxsulotlar_Admin 👈",1.0
Qashqadaryo_Qarshi_Shahrisabz_07/56004,2023-05-03 07:09:42+00:00,"**Suratda nimani ko'ryapsiz❓** Matnni o'qishdan avval rasmga yana bir nazar tashlang. Agar siz dengiz to'lqinlari va osmonni ko'rayotgan bo'lsangiz, tezda ta'tilga chiqing, qattiq charchabsiz. Suratda shunchaki eshik, uning rom qismi va devor. Telefonni yonlatib qayta qarang. Do'stlarga yuborib, sinab ko'ramiz!",0.0
Qashqadaryo_Qarshi_Shahrisabz_07/56005,2023-05-03 07:44:41+00:00,Kelin tanlash haqida 😂,0.0
Qashqadaryo_Qarshi_Shahrisabz_07/56006,2023-05-03 08:15:24+00:00,"**- Bu qorinmas, bu kottakon press deb o'zini-o'zi aldab yurgan akajonlarim-ukajonlarim....🤗** Ortiqcha vazn va katta qorinlikdan qutilmoqchimisiz? Lekin buni samarasi bo'lmayaptimi? Endi buni halol va zarasiz eng asosiysi samarali yo'li topildi. [20 yillik tajribadan o'tgan bu uslub qanaqaligini bilmoqchi bo'lsangiz mana shu ssilkani ustiga bosing, bo'ldi!🤩 👉 Batafsil bu yerda 👈](https://numa.uz/detox1tg) Telegram gruppalarga sekingina yuborib qo'yamiz ✈️",1.0
Qashqadaryo_Qarshi_Shahrisabz_07/56007,2023-05-03 08:15:34+00:00,Shu uchun aytganni qilish kerak 😂,0.0
Qashqadaryo_Qarshi_Shahrisabz_07/56008,2023-05-03 08:43:05+00:00,Yilning eng chiroyli zarbasi 😁,0.0
Qashqadaryo_Qarshi_Shahrisabz_07/56009,2023-05-03 09:07:58+00:00,**Japan Digital University'da qabul davom etmoqda! __Sifatli**____ ta'lim olish imkoniyatini qo'ldan boy bermang! __[👉 Hujjat topshirish uchun ](http://jdu.uz/)**📞 Telefon: **+998712000595 [Sayt](https://www.jdu.uz/) | [Telegram](https://t.me/jduniversity_uz) | [Instagram](https://www.instagram.com/jdu.uz/) | [Facebook](https://www.facebook.com/jdu.uz),1.0
Qashqadaryo_Qarshi_Shahrisabz_07/56010,2023-05-03 09:08:00+00:00,"**G'uzorda «Hovo» yuk mashinasi haydovchisi «avariya»ga sabab bo'lib, hodisa joyidan qochib ketdi.** 2023 yil 18 aprel kuni G'uzor tumanida «Hovo» yuk mashinasi yo'lning ikkinchi qatoridan kelayotib qayrilmoqchi bo'lgan va birinchi qatordan kelayotgan «Nexia» mashinasini siqib qo'ygan. Oqibatda «Nexia» haydovchisi boshqaruvni yo'qotib, mashina qarama-qarshi yo'nalishga chiqib ketgan va boshqa bir yuk mashinasi bilan to'qnashgan.",0.0
Qashqadaryo_Qarshi_Shahrisabz_07/56013,2023-05-03 09:39:53+00:00,AQSH Prezidenti Bayden «Oq uy»da yuzlab odamlar ishtirok etgan marosimda muqaddas Qur'onni tingladi.,0.0
Qashqadaryo_Qarshi_Shahrisabz_07/56014,2023-05-03 10:15:34+00:00,Qashqadaryoda «BYD» avtomobiliga boshqa transportning davlat raqam belgisini o'rnatib harakatlangan haydovchiga tegishli chora ko'rildi.,0.0
Qashqadaryo_Qarshi_Shahrisabz_07/56015,2023-05-03 10:45:26+00:00,Yakkabog' tumani Tatar MFY Kaltaqo'l qishlog'i tabiati manzaralari 😍,0.0
Qashqadaryo_Qarshi_Shahrisabz_07/56016,2023-05-03 11:12:35+00:00,"😀😁😟😎😟🥺🥸😗😜 **KOKSARTROZ KASALLIGIDAN SHIFO TOPGAN XIVALIK BEMOR **▶️**YouTube**: https://www.youtube.com/c/NutvaComplex?sub_confirmation=1&id=telegram ❗️__ Amirxon Umarovning tekshiruv natijalari qanday chiqdi? __ Mashhur Jurnalist Amirxon Umarov koksartroz va poliartrit kasalligidan shifo topgan bemorni sinovdan o'tkazish maqsadida Xiva tomon yo'l oldi. Bunday uzoq masofani bosib o'tgan jurnalist nimalarga guvoh bo'ldi? Bizni bemor barcha sinovlardan o'tdimi rostdan , shifo ko'rganmi va **Nutva Complex**🌱 oddiy ta'siri yo'q qo'shimcha emasmi? Barchasini video rubrikada tomosha qilib, o'zingiz guvohi bo'ling! ❗️**Nutva Complex**🌱 - murakkab terapiyada artrit va artroz kasalliklarini va bo'g'imlarni davolashda yordam beradi **Ma'lumot uchun **☎️ **+ 998-71-208-82-82 **🛵YEtkazib berish xizmati bepul ▶[YouTube](https://www.youtube.com/c/NutvaComplex?sub_confirmation=1)|📹[Instagram](https://instagram.com/nutva.uz)|🌐[Website](https://nutva.uz/)|🌐[Facebook](https://www.facebook.com/nutvaofficial/)",1.0
Qashqadaryo_Qarshi_Shahrisabz_07/56017,2023-05-03 11:12:42+00:00,Bolakayga «ukangga qarab tur» deyishibdi 😂,0.0
Qashqadaryo_Qarshi_Shahrisabz_07/56018,2023-05-03 11:44:57+00:00,**Ajrimlar soni ko'pligi sababi mahalla nomida emish** 🤦🏻‍♂️ © «Subyektiv».,0.0
Qashqadaryo_Qarshi_Shahrisabz_07/56019,2023-05-03 12:09:12+00:00,"🏗**Karvon Stroy kompaniyasining “Oqtepa” MFY uy qurilishi o'z nihoyasiga yetdi va bugun biz xonadonlar qanday ko'rinishda egalariga topshirilishi haqida atroflicha ma'lumot berib o'tmoqchimiz. ** 🏡 Kalitini qabul qilib olganingizdan so'ng siz tarkibiga quyidagilar kiruvchi, qulay jamlanmaga ega bo'lgan xonadon sohibiga aylanasiz: ✅ Tayyor oboi va ta'mirlangan xonadonlar; ✅ O'rnatilgan dvuxkonturnыy kotyol issiqlik tizimi; ✅ 24/7 ichimlik suv; ✅ Shahar markazida joylashgan; ✅ Ariston 80 l issiq suv tizimi; ✅ Ipoteka va subsidiya bor! 🏠""**Baxor” turar joy majmuasi!** ✅ Zamonaviy uslubda qurilgan barcha qulayliklarga ega bo'lgan ""**Baxor**"" turar joy majmuasida mavjud ""**Mansardalardan**"" birini xarid qilgan mijozlarimizga  **67 kv.metr Terassa sovga sifatida beriladi!** 🏠 **Muljal:** Gimnastika sport saroyi ruparasi va Qishloq qurilish bank yoni; **Quyidagi raqamlar orqali bizga murojaat qiling: ** 📞 +998972196006 📞 +998976736006 👉 [Instagram](https://instagram.com/karvon_stroy?igshid=YmMyMTA2M2Y=) | [Telegram](https://t.me/karvon_stroy) 👈",1.0
Qashqadaryo_Qarshi_Shahrisabz_07/56021,2023-05-03 12:09:14+00:00,"**Kreml Putinga suiqasd uyushtirilgani to'g'risida bayonot berdi**.   Ukraina tomoni Rossiya prezidenti qarorgohiga zarba berishga urinishda ayblanmoqda. Kreml bu bo'yicha rasmiy xabar bilan chiqdi.  Unda aytilishicha, ikkita uchuvchi moslama Kremlga [qaratilgan,](https://t.me/rbc_news/73294) lekin ular harbiylar tomonidan zararsizlantirildi. Kreml bu urinishni prezident Vladimir Putinga suiqasd qilish uchun rejalashtirilgan terakt sifatida baholadi.",0.0
Qashqadaryo_Qarshi_Shahrisabz_07/56023,2023-05-03 12:20:40+00:00,Putinning bosh qarorgohi Kremlga drondan zarba berilgan video.,0.0
Qashqadaryo_Qarshi_Shahrisabz_07/56024,2023-05-03 12:59:04+00:00,"**Zyelenskiy ma'muriyati Kremlga tunda amalga oshirilgan dron hujumiga Ukrainaning aloqasi yo'qligini ma'lum qildi.** «Prezident Zyelenskiy aytganidek, Ukrainaning barcha kuchi o'z hududlarini ozod qilishga ishlatiladi, boshqalarga hujum qilishga emas», deyiladi bayonotda.",0.0
Qashqadaryo_Qarshi_Shahrisabz_07/56025,2023-05-03 13:05:08+00:00,"🟢 **VAZN YUQOTISH UCHUN RETSEPT **- Dorilarsiz, uy sharoitida, sog'lom natija. - Ushbu uslub 80-yillarda ishlatilgan, ammo sport zallari paydo bo'lishi bilan u ""modadan chiqib ketdi"". - Sizga ham shunday natija kerakmi? **BATAFSIL MA'LUMOT:**👇👇👇 ** ****superslimtest.worldcosmetics.uz**** **(To'liq ma'lumot uchun tepadagi havolaga bosing)",1.0
Qashqadaryo_Qarshi_Shahrisabz_07/56026,2023-05-03 13:05:17+00:00,"**❗️YOsh onalar uchun maslahat: Chaqaloqlarga «smes» tayyorlashdagi xatolikni siz takrorlamang! **Idishni bunday chayqatganga ko'piklar paydo bo'lib bola organizmga tushganda qorin dam bo'lishiga, bolaga notinchlik olib kelishiga sabab bo'ladi.",0.0
Qashqadaryo_Qarshi_Shahrisabz_07/56027,2023-05-03 13:45:47+00:00,"**Qashqadaryoda «Isuzi»da hujjatsiz tamaki mahsulotlari borligi aniqlandi**. Qashqadaryo viloyati IIB YHXB maxsus otryadi va Bojxona boshqarmasi xodimlari tomonidan Ko'kdala tumanidagi «Umakay» muntazam YPX maskanida o'tkazilgan tadbirda ko'p miqdordagi hujjatsiz tamaki mahsulotlari to'xtatib [qolindi](https://t.me/kashuvd/35081?single). «Toshkent – Qarshi» yo'nalishida kelayotgan «Isuzi» rusumli avtomobil to'xtatilib yukxonasi ko'zdan kechirilganida, 499 blok tamaki mahsulotlari hech qanday hujjatsiz olib ketilayotgani ma'lum bo'ldi. Mahsulot tegishli tartibda hujjatlashtirib olindi. Hozirda holat yuzasidan surishtiruv ishlari olib borilyapti.",0.0
Qashqadaryo_Qarshi_Shahrisabz_07/56028,2023-05-03 14:06:25+00:00,"**💥**Diqqat AKSIYA! Super sovrin** SPARK AVTOMOBILI** 😲 va ko'plab qimmatbaxo sovg'alar. 📆 2023-yil 10-apreldan **«GAZINI BOSS!»** aksiyasi barcha **SofGO** majmualarida! AKSIYAda ishtirok etish uchun **SofGO** majmualaridan sodiqlik kartasini oling va sodiqlik kartasi orqali** 3%** gacha chegirma bilan **AI 80, AI 92, AI 95 BENZIN,** **10%** gacha chegirma bilan **Metan gazini** xarid qiling. 🏃‍♂️ SHOSHILING! ❤️ Yangiliklarni yaqinlaringizga ham ulashing! Ma'lumot uchun : 📞 (55) 500 55 05 _ 💥Vnimaniye AKSIYA! Superpriz **AVTOMOBIL SPARK** 😲 i mnojestvo sennыx prizov. 📆 S 10 aprelya 2023 goda **""JMI NA GAZ!""** aksiya vo vsex kompleksax** SofGO**! Dlya uchastiya neobxodimo poluchit kartu loyalnosti ot kompleksov **SofGO**, po kotoroy mojno kupit **Benzin AI 80, AI 92, AI 95** so skidkoy do **3%**, **Gaz Metan** so skidkoy do **10%**. 🏃‍♂️ Speshite! ❤️ Podelites novostyu s blizkimi! Dlya spravki : 📞 (55) 500 55 05",1.0
Qashqadaryo_Qarshi_Shahrisabz_07/56029,2023-05-03 14:06:26+00:00,"**«Mehri daryo singillarim...» **Bir-biridan chiroyligu, go'zalimsiz, Bitilganu, bitilmagan g'azalimsiz, Iboda ham bir-biridan o'zarimsiz, Bu olamda jonim kabi yaqinlarim, Mehribonim, mehri daryo singillarim! Singiljonlarimizga yuborib qo'yamiz!",0.0
Qashqadaryo_Qarshi_Shahrisabz_07/56030,2023-05-03 14:39:14+00:00,**BO'G'IMDAGI ODDIY OG'RIQLAR MENI NOGIRONLAR ARAVACHASIGA O'TKAZDI! ✅** ARTRTIT - bo'g'imning barcha qismlaridagi yallig'lanish ✅ ARTROZ - degenerativ distrofik bo'g'im kasalligi ✅ KOKSARTROZ - Son chanoq yemirilishi. **☝️Sinalgan va minglab mijozlarga ega bo'lgan malham. BATAFSIL BU YERDA:👇 ** **osteo4.worldcosmetics.uz**** (**Batafsil ma'lumot olish uchun ko'k yozuv ustiga bosing**)**.,1.0
Qashqadaryo_Qarshi_Shahrisabz_07/56031,2023-05-03 14:39:16+00:00,"Kredit oldim arang, Baland foizin qarang! Endi nima qilaman, To'lolmay xolim garang! She'rni yorib qo'yibdilar. Kredit olganlarga yuboramiz!",0.0
Qashqadaryo_Qarshi_Shahrisabz_07/56032,2023-05-03 15:18:46+00:00,"📣 **Do'kon ijaraga beriladi**! Davomiyligi: Uzoq muddatga. 🗺 **Maydoni**: 450 kv, 3 qavatdan iborat. 💵 **Narxi**: 2000$ **Murojaat uchun:** 📞 +998906099991 📍**Manzil**: Qarshi shahri, Viloyat Gai, «O'zgazoil» ro'parasi.",1.0
Qashqadaryo_Qarshi_Shahrisabz_07/56033,2023-05-03 15:18:52+00:00,"**❗️Maktablarda remont uchun pul yig'ish qat'iyan taqiqlangan. **Siz qaysidir maktab yoki bog'chalarda pul yig'ish bilan bog'liq holatlar haqida xabardor bo'lsangiz, maktabgacha va maktab ta'limi vazirligining 712020909 raqamli «ishonch telefoni»ga murojaat qilishingiz so'raladi. Barcha tanishlarga yuborib, xabardor qiling!",0.0
Qashqadaryo_Qarshi_Shahrisabz_07/56034,2023-05-03 16:21:50+00:00,"**Bu qizaloqdan sportchi chiqadimi bilmadimu, lekin hayotda aniq o'z o'rnini topib ketadi.** Faqat oxirigacha ko'ring!",0.0
Qashqadaryo_Qarshi_Shahrisabz_07/56035,2023-05-03 16:58:22+00:00,⚽️ Qarshining «Nasaf» jamoasi «Surxon»ni 1:0 hisobida mag'lub qildi.,0.0
Qashqadaryo_Qarshi_Shahrisabz_07/56037,2023-05-03 17:09:10+00:00,**Qarshida «Jiguli» ichidagi odam bilan birga yonib ketdi. **Marhum 23 yoshli yigit ekani aytilmoqda. Prokuratura holat yuzasidan jinoyat ishi qo'zg'atdi.,0.0
eduuz/13402,2023-05-03 07:17:55+00:00,"🗞**3-may — Jahon matbuoti erkinligi kuni ** Birlashgan Millatlar Tashkiloti Bosh Assambleyasida **1993-yilning 3-may sanasini “Xalqaro matbuot erkinligi kuni” deb e'lon qilish** va shu kunda Xalqaro matbuot erkinligi kuni nishonlanishi haqida maxsus rezolyutsiya qabul qilingan. Shundan buyon har yili 3-may kuni dunyo bo'ylab Xalqaro matbuot erkinligi kuni nishonlanadi. ➖➖➖ **🗞3 maya – Vsemirnыy den svobodы pechati ** **Vsemirnыy den svobodы pechati **bыl provozglashen Generalnoy Assambleyey OON **3 dekabrya 1993 goda**. S tex por yejegodno 3 maya vo vsem mire provodyatsya meropriyatiya, posvyaщyennыye Vsemirnomu dnyu svobodы pechati. [**Telegram](https://t.me/eduuz)**",0.0
eduuz/13403,2023-05-03 07:32:04+00:00,"**#Teatr_haftaligi**** **“Teatr haftaligi” tadbirlari doirasida **Qarshi muhandislik-iqtisodiyot instituti talabalari** Qashqadaryo viloyat musiqali drama teatrida namoyish etilgan **“Hellados”** spektakli tomoshasida ishtirok etdilar. Do'stlik, beg'ubor bolalikning unutilmas onlari, vatanga muhabbat tarannum etilgan ushbu asar tomoshabinlarda katta taassurot qoldirdi. Ayniqsa, do'stlarning ayriliq onlari, bir-birlarini qo'llab-quvvatlashlari aks etgan sahna ko'rinishlari barchani to'lqinlantirib yubordi. Mazkur spektakl **Nodar Dumbadze hikoyasi **asosida gruziyalik rejissyor Kaxa Gogedze tomonidan sahnalashtirilgan. Asosiy rollarni taniqli aktyorlar – Ilyos Qurbonov va Doston Mo'minov mahorat bilan ijro etdilar. Bu kabi madaniy-ma'rifiy tadbirlar talaba-yoshlarni teatrga yanada yaqinlashtiradi. Ularni mushohada qilishga, yangicha fikrlashga undaydi. __©️QarMII axborot xizmati __[Telegram](https://t.me/otfiv_rasmiy)",0.0
eduuz/13410,2023-05-03 12:15:48+00:00,"⚡️**Oliy taʼlim, fan va innovatsiyalar vazirligi hududiy boshqarmalarining** 🌐**Telegram messenjeridagi sahifalariga obuna bo'ling! **➡️[**Qoraqalpog'iston Respublikasi hududiy boshqarmasi ](https://t.me/OTFIV_Qaraqalpaqstan)**➡️[**Andijon viloyati hududiy boshqarmasi ](https://t.me/OTFIV_Andijon)**➡️[**Buxoro viloyati hududiy boshqarmasi ](https://t.me/OTFIV_Bukhara)**➡️[**Jizzax viloyati hududiy boshqarmasi ](https://t.me/OTFIV_Jizzakh)**➡️[**Qashqadaryo viloyati hududiy boshqarmasi ](https://t.me/OTFIV_Qashqadaryo)**➡️[**Navoiy viloyati hududiy boshqarmasi ](https://t.me/OTFIV_Navoiy)**➡️[**Namangan viloyati hududiy boshqarmasi ](https://t.me/OTFIV_Namangan)**➡️[**Samarqand viloyati hududiy boshqarmasi ](https://t.me/OTFIV_Samarkand)**➡️[**Sirdaryo viloyati hududiy boshqarmasi ](https://t.me/OTFIV_Sirdaryo)**➡️[**Surxondaryo viloyati hududiy boshqarmasi ](https://t.me/OTFI_Surxondaryo)**➡️[**Toshkent viloyati hududiy boshqarmasi ](https://t.me/OTFIV_Toshkent_viloyati)**➡️[**Farg'ona viloyati hududiy boshqarmasi ](https://t.me/OTFI_Ferghana)**➡️[**Xorazm viloyati hududiy boshqarmasi ](https://t.me/otfiv_khorezm)**➡️[**Toshkent shahar hududiy boshqarmasi ](https://t.me/OTFIV_Tashkent)**[**Telegram](https://t.me/eduuz)**",0.0
eduuz/13411,2023-05-03 13:20:33+00:00,"Bugun Oliy ta'lim, fan va innovatsiyalar vaziri Ibrohim Abdurahmonov **Samarqand davlat universiteti Biokimyo instituti** ochilish marosimida ishtirok etdi. Tadbir davomida vazir** Nobel mukofoti laureati Aziz Sanjar**, rektor va soha professorlari hamrohligida universitet Zoologiya muzeyi, Gerbariy-botanik tadqiqotlar, Molekulyar biotexnologiya hamda Vivariy biofiziologik va biokimyoviy tadqiqotlar ilmiy laboratoriyalari faoliyati bilan yaqindan tanishdi. Universitet rektori, professor R.Xolmurodov yig'ilganlarga muassasa ilmiy salohiyati, yangi ochilgan Biokimyo institutining maqsad va vazifalari, istiqboldagi rejalari yuzasidan ma'lumot berdi. ➖➖➖ Segodnya ministr vыsshego obrazovaniya, nauki i innovatsiy Ibroxim Abduraxmonov prinyal uchastiye v seremonii otkrыtiya **Instituta bioximii Samarkandskogo gosudarstvennogo universiteta. **V xode meropriyatiya ministr v soprovojdenii **Nobelevskogo laureata Aziza Sanjara, **rektora i professorov oznakomilsya s deyatelnostyu Zoologicheskogo muzyeya, laboratoriyami gerbariy-botanicheskix issledovaniy, molekulyarnoy biotexnologii i biofiziologo-bioximicheskix nauchnыx issledovaniy. Rektor universiteta, professor R.Xolmurodov proinformiroval sobravshixsya o nauchnom potensiale uchrejdeniya, selyax i zadachax vnov otkrыtogo Instituta bioximii, planax na buduщyeye. [**Telegram](https://t.me/eduuz)**",0.0
eduuz/13416,2023-05-03 14:40:10+00:00,"**#ilm_fan**** Samarqand davlat universitetida Nobel mukofoti laureati Aziz Sanjar nomidagi laboratoriya ochildi **Tantanali marosimda Oliy ta'lim, fan va innovatsiyalar vaziri, akademik Ibrohim Abdurahmonov, Nobel mukofoti laureati, professor Aziz Sanjar, viloyat hokimi o'rinbosari Xurshid Ochilov, Samarqand davlat universiteti rektori, professor Rustam Xolmurodov, soha olimlari hamda talabalar ishtirok etdi. __**👉__**__**https://edu.uz/uz/news/view/5323__**__** __**➖➖➖ **V Samarkandskom gosudarstvennom universitete otkrыlas laboratoriya imeni nobelevskogo laureata Aziza Sanjara **V torjestvennoy seremonii prinyali uchastiye ministr vыsshego obrazovaniya, nauki i innovatsiy, akademik Ibroxim Abduraxmonov, laureat Nobelevskoy premii professor Aziz Sanjar, zamestitel xokima oblasti Xurshid Ochilov, rektor Samarkandskogo gosudarstvennogo universiteta, professor Rustam Xolmurodov, uchenыye i studentы. __**👉__**__**https://edu.uz/ru/news/view/5323__**__** __**[**Telegram](https://t.me/eduuz)**",0.0
eduuz/13420,2023-05-03 15:15:45+00:00,"**E'lon! **Oliy ta'lim, fan va innovatsiyalar vazirligi, Yevropa Ittifoqi va YUNESKOning O'zbekistondagi vakolatxonasi bilan hamkorlikda **joriy yil 4-may kuni (soat 10:00 dan 16:30 gacha) “O'zbekiston professional ta'lim tizimida sifatni ta'minlash va kasbiy ko'nikmalarni rivojlantirish”** mavzusida xalqaro konferensiya tashkil etilmoqda. Unda 20 dan ortiq vazirlik va idoralar, xalqaro tashkilot va loyihalarning vakillari, ta'lim sifati sohasidagi xalqaro ekspertlar ishtirok etishi kutilmoqda. Xalqaro anjuman davomida EQAVETni professional ta'lim tizimiga joriy etish imkoniyatlari, bu yo'nalishda amalga oshirilishi kerak bo'lgan ustuvor vazifalar hamda ilg'or xorijiy tajribalar bo'yicha **xalqaro va mahalliy ekspertlar taqdimotlari** o'tkaziladi. Shu bilan birga, konferensiyada vazirlik bilan hamkorlikda ishlab chiqilayotgan **“Professional ta'lim tizimini 2030-yilgacha rivojlantirish strategiyasiya”** loyihasining muhokamasi ham bo'lib o'tishi rejalashtirilgan. Tadbir jarayonlarini vazirlikning [YouTube](https://youtube.com/live/YYrPUQl0EcY?feature=share) va [Fasebook](https://www.facebook.com/eduuzofficial) sahifalari orqali onlayn kuzatish imkoniyati ham yaratiladi. [**Telegram](https://t.me/eduuz)**",0.0
eduuz/13421,2023-05-03 16:35:00+00:00,"**#ochiq_muloqot**** Vazir bilan uchrashuv **Bugun Oliy ta'lim fan va innovatsiyalar vaziri, akademik **Ibrohim Abdurahmonov Samarqand davlat arxitektura-qurilish universitetida** ham bo'ldi. Vazir universitet rahbari Chidem Turkyilmaz xamrohligida dastlab **professor-o'qituvchilar bilan uchrashdi**. Samimiy ruhda o'tgan uchrashuv davomida jamoaning takliflarini, xohish istaklarini tingladi. Shundan so'ng, universitet **talabalari bilan suhbat** qurib, ularning yashash-sharoitlari, ilmiy va ijtimoiy sohalarda erishgan yutuqlari bilan tanishdi. __**👉__**__**https://edu.uz/uz/news/view/5325__**__** __**[**Telegram](https://t.me/eduuz)**",0.0
UzReport/37768,2023-05-03 03:14:20+00:00,**📆****Kecha bo'lib o'tgan markaziy uchrashuvlarda qayd etilgan natijalar**.** UZREPORT TVning futbol sahifasiga obuna bo'ling! ****👇** [@UZREPORT | FUTBOL](https://t.me/UzReport),0.0
UzReport/37769,2023-05-03 03:57:34+00:00,**📆****Bugun bo'lib o'tadigan markaziy uchrashuvlar ro'yxati ⏰️ Uchrashuvlar Toshkent vaqti bilan ko'rsatilgan ****✅**** UZREPORT TVning futbol sahifasiga obuna bo'ling! ****👇** [**@UZREPORT | FUTBOL](https://t.me/UzReport)**,0.0
UzReport/37770,2023-05-03 05:31:50+00:00,"**🏴󠁧󠁢󠁥󠁮󠁧󠁿****APLning ayni vaqtdagi eng yaxshi to'purarlari, assistentlari hamda eng ko'p quruq o'yin o'tkazgan darvozabonlari ****⚡️**** UZREPORT TVning futbol sahifasiga obuna bo'ling!👇** [**@UZREPORT | FUTBOL](https://t.me/UzReport)**",0.0
UzReport/37773,2023-05-03 06:35:25+00:00,"**🇦🇷****Argentina terma jamoasi va ****🇮🇹****“Inter” hujumchisi Lautaro Martinesga transfer bozorida talab katta. Insayder Ekrem Konurning ijtimoiy tarmoqlar orqali xabar berishicha, futbolchining xizmatlariga birdaniga beshta top-klub qiziqish bildirmoqda. Gap ****🇪🇸****""Real Madrid"", ****🏴󠁧󠁢󠁥󠁮󠁧󠁿****""Manchester Yunayted"", ****🏴󠁧󠁢󠁥󠁮󠁧󠁿****""Tottenhem"", ****🏴󠁧󠁢󠁥󠁮󠁧󠁿****""Chelsi"" va ****🏴󠁧󠁢󠁥󠁮󠁧󠁿****""Arsenal"" haqida ketmoqda.** **UZREPORT TVning futbol sahifasiga obuna bo'ling!👇 **[ @UZREPORT | FUTBOL](https://t.me/UzReport)",0.0
